Date,Open,High,Low,Close,Volume
2002-02-27,62666.66796875,64500.0,61666.66796875,63666.66796875,267300
2002-02-28,63000.0,63666.66796875,62500.0,62666.66796875,178200
2002-03-01,62666.66796875,62666.66796875,62666.66796875,62666.66796875,0
2002-03-04,63666.66796875,70166.6640625,63333.33203125,70166.6640625,510000
2002-03-05,73166.6640625,76333.3359375,70000.0,71666.6640625,474600
2002-03-06,71666.6640625,72000.0,69000.0,71000.0,151200
2002-03-07,71333.3359375,73333.3359375,71000.0,71666.6640625,156900
2002-03-08,71666.6640625,74333.3359375,71333.3359375,72166.6640625,127500
2002-03-11,73333.3359375,79833.3359375,73333.3359375,79500.0,364800
2002-03-12,80333.3359375,83500.0,75833.3359375,78666.6640625,339300
2002-03-13,79833.3359375,83166.6640625,79333.3359375,82833.3359375,241800
2002-03-14,83666.6640625,84333.3359375,80000.0,83666.6640625,165300
2002-03-15,83666.6640625,83666.6640625,78000.0,78000.0,307800
2002-03-18,79833.3359375,85000.0,79000.0,81666.6640625,329100
2002-03-19,81666.6640625,82666.6640625,79666.6640625,80833.3359375,201300
2002-03-20,81666.6640625,81833.3359375,76666.6640625,76666.6640625,175800
2002-03-21,75000.0,77166.6640625,73666.6640625,76166.6640625,127200
2002-03-22,77833.3359375,78166.6640625,75333.3359375,77833.3359375,143400
2002-03-25,76000.0,79666.6640625,75833.3359375,75833.3359375,109200
2002-03-26,74666.6640625,77166.6640625,74666.6640625,76666.6640625,84900
2002-03-27,76333.3359375,78333.3359375,74666.6640625,75666.6640625,117900
2002-03-28,75666.6640625,82833.3359375,75666.6640625,78333.3359375,219900
2002-03-29,78333.3359375,79500.0,77166.6640625,78833.3359375,86700
2002-04-01,78666.6640625,79500.0,74000.0,74333.3359375,126300
2002-04-02,73333.3359375,74833.3359375,72333.3359375,73333.3359375,104400
2002-04-03,73333.3359375,75166.6640625,70833.3359375,71333.3359375,171900
2002-04-04,70666.6640625,76166.6640625,70000.0,75833.3359375,193500
2002-04-05,75833.3359375,75833.3359375,75833.3359375,75833.3359375,0
2002-04-08,75833.3359375,78000.0,75333.3359375,76666.6640625,162900
2002-04-09,76666.6640625,81500.0,76666.6640625,80333.3359375,269700
2002-04-10,80000.0,80333.3359375,77666.6640625,80000.0,145800
2002-04-11,79000.0,81500.0,79000.0,80166.6640625,100800
2002-04-12,76666.6640625,80166.6640625,76666.6640625,77666.6640625,93900
2002-04-15,81500.0,82833.3359375,78666.6640625,82166.6640625,170400
2002-04-16,82000.0,84333.3359375,80666.6640625,82166.6640625,98700
2002-04-17,83000.0,83333.3359375,79666.6640625,82000.0,128700
2002-04-18,82666.6640625,87500.0,82000.0,85500.0,194700
2002-04-19,86333.3359375,86333.3359375,82666.6640625,83833.3359375,69300
2002-04-22,83333.3359375,86666.6640625,80166.6640625,81333.3359375,92700
2002-04-23,80666.6640625,80666.6640625,76666.6640625,77166.6640625,173100
2002-04-24,77666.6640625,78000.0,74500.0,75333.3359375,84600
2002-04-25,74666.6640625,76333.3359375,69333.3359375,69333.3359375,154500
2002-04-26,69666.6640625,71333.3359375,67833.3359375,69333.3359375,156900
2002-04-29,69333.3359375,77500.0,69333.3359375,73333.3359375,287100
2002-04-30,72666.6640625,77000.0,70666.6640625,75000.0,96600
2002-05-01,75000.0,75000.0,75000.0,75000.0,0
2002-05-02,78333.3359375,80166.6640625,76666.6640625,80000.0,75900
2002-05-03,78500.0,81333.3359375,77666.6640625,79333.3359375,48900
2002-05-06,77000.0,79833.3359375,76333.3359375,78666.6640625,52500
2002-05-07,76666.6640625,77833.3359375,75333.3359375,76666.6640625,28200
2002-05-08,76666.6640625,77666.6640625,74000.0,75666.6640625,223800
2002-05-09,77333.3359375,80000.0,76333.3359375,78000.0,112200
2002-05-10,76666.6640625,77666.6640625,73666.6640625,74500.0,73500
2002-05-13,73333.3359375,74500.0,72000.0,72833.3359375,60000
2002-05-14,73333.3359375,74666.6640625,70333.3359375,71666.6640625,141300
2002-05-15,72166.6640625,75833.3359375,70666.6640625,75833.3359375,200700
2002-05-16,75833.3359375,75833.3359375,72666.6640625,72666.6640625,122100
2002-05-17,72000.0,74000.0,71666.6640625,72000.0,154500
2002-05-20,71500.0,73333.3359375,71333.3359375,71500.0,96900
2002-05-21,71000.0,71333.3359375,68833.3359375,68833.3359375,119700
2002-05-22,66500.0,67833.3359375,65000.0,67333.3359375,384300
2002-05-23,65000.0,66333.3359375,59333.33203125,59333.33203125,507600
2002-05-24,57000.0,60833.33203125,53166.66796875,58666.66796875,1030500
2002-05-27,59000.0,65000.0,58833.33203125,62000.0,573000
2002-05-28,62000.0,62000.0,58333.33203125,59666.66796875,272100
2002-05-29,60666.66796875,62833.33203125,57000.0,57166.66796875,315900
2002-05-30,56666.66796875,58500.0,53166.66796875,53500.0,421200
2002-05-31,57000.0,57000.0,54333.33203125,55666.66796875,261000
2002-06-03,54500.0,57666.66796875,54500.0,57333.33203125,173700
2002-06-04,55833.33203125,59000.0,55500.0,57500.0,165900
2002-06-05,57833.33203125,58833.33203125,56166.66796875,56500.0,116100
2002-06-06,56500.0,56500.0,56500.0,56500.0,0
2002-06-07,55166.66796875,56666.66796875,55166.66796875,55333.33203125,53700
2002-06-10,56333.33203125,57666.66796875,55666.66796875,57166.66796875,66900
2002-06-11,56666.66796875,58500.0,55833.33203125,58166.66796875,93600
2002-06-12,58333.33203125,59333.33203125,57333.33203125,59333.33203125,84900
2002-06-13,59333.33203125,59333.33203125,59333.33203125,59333.33203125,0
2002-06-14,59333.33203125,59500.0,58000.0,58333.33203125,50100
2002-06-17,57833.33203125,59000.0,55666.66796875,56000.0,62400
2002-06-18,56666.66796875,56666.66796875,53833.33203125,53833.33203125,146400
2002-06-19,53500.0,54166.66796875,47666.66796875,47833.33203125,166200
2002-06-20,45666.66796875,48000.0,45000.0,47333.33203125,127200
2002-06-21,46333.33203125,49666.66796875,46000.0,49166.66796875,190200
2002-06-24,47166.66796875,48666.66796875,46833.33203125,47000.0,123600
2002-06-25,48000.0,49666.66796875,48000.0,49166.66796875,183600
2002-06-26,47666.66796875,47666.66796875,43333.33203125,44333.33203125,139800
2002-06-27,46666.66796875,47000.0,42833.33203125,45166.66796875,89400
2002-06-28,46166.66796875,50500.0,46166.66796875,47333.33203125,136800
2002-07-01,47333.33203125,47333.33203125,47333.33203125,47333.33203125,0
2002-07-02,46000.0,48500.0,45000.0,47333.33203125,119400
2002-07-03,47333.33203125,50166.66796875,47166.66796875,50000.0,104700
2002-07-04,51000.0,52666.66796875,50166.66796875,52333.33203125,123900
2002-07-05,51333.33203125,53000.0,51333.33203125,52166.66796875,76500
2002-07-08,54666.66796875,58000.0,53000.0,54666.66796875,200100
2002-07-09,54666.66796875,58833.33203125,53833.33203125,58333.33203125,147900
2002-07-10,57666.66796875,60666.66796875,56333.33203125,57000.0,206100
2002-07-11,56666.66796875,58000.0,54333.33203125,54500.0,102600
2002-07-12,55000.0,56333.33203125,53666.66796875,55000.0,106500
2002-07-15,55000.0,55500.0,53000.0,53333.33203125,77700
2002-07-16,51833.33203125,54000.0,50500.0,51000.0,93600
2002-07-17,51000.0,51000.0,51000.0,51000.0,0
2002-07-18,50833.33203125,52500.0,50833.33203125,51333.33203125,89100
2002-07-19,50333.33203125,53500.0,49166.66796875,53333.33203125,105000
2002-07-22,49333.33203125,53166.66796875,49333.33203125,49500.0,78600
2002-07-23,48500.0,51666.66796875,48500.0,51666.66796875,102000
2002-07-24,50166.66796875,50166.66796875,48500.0,48833.33203125,79500
2002-07-25,51333.33203125,51333.33203125,47000.0,47666.66796875,102000
2002-07-26,46833.33203125,47333.33203125,43833.33203125,45000.0,138900
2002-07-29,44333.33203125,45333.33203125,42000.0,43166.66796875,105900
2002-07-30,43666.66796875,45000.0,43666.66796875,44000.0,138900
2002-07-31,44000.0,44333.33203125,42333.33203125,42333.33203125,127800
2002-08-01,41666.66796875,43666.66796875,41666.66796875,42333.33203125,97800
2002-08-02,41666.66796875,41666.66796875,39833.33203125,40500.0,94800
2002-08-05,39166.66796875,39500.0,35666.66796875,36000.0,233100
2002-08-06,34000.0,38500.0,33666.66796875,36333.33203125,362400
2002-08-07,37333.33203125,38000.0,36166.66796875,36333.33203125,173100
2002-08-08,37000.0,40666.66796875,37000.0,40166.66796875,372600
2002-08-09,42333.33203125,44000.0,41333.33203125,43666.66796875,290700
2002-08-12,42666.66796875,44000.0,42166.66796875,43166.66796875,294000
2002-08-13,43666.66796875,44833.33203125,43333.33203125,44000.0,71700
2002-08-14,43000.0,43000.0,41500.0,42000.0,138300
2002-08-15,42000.0,42000.0,42000.0,42000.0,0
2002-08-16,44000.0,44000.0,42500.0,43000.0,85800
2002-08-19,43666.66796875,45000.0,43500.0,44000.0,67500
2002-08-20,45000.0,45666.66796875,42833.33203125,43333.33203125,129600
2002-08-21,43666.66796875,44000.0,42500.0,43500.0,78300
2002-08-22,45000.0,48000.0,45000.0,47000.0,198300
2002-08-23,47000.0,47000.0,47000.0,47000.0,0
2002-08-26,47166.66796875,47333.33203125,45833.33203125,46166.66796875,80400
2002-08-27,45833.33203125,46833.33203125,44500.0,45000.0,73200
2002-08-28,43833.33203125,45500.0,43666.66796875,44166.66796875,62400
2002-08-29,43166.66796875,45166.66796875,43166.66796875,45166.66796875,46800
2002-08-30,44333.33203125,46166.66796875,43000.0,44166.66796875,165600
2002-09-02,44333.33203125,46666.66796875,43500.0,46666.66796875,140100
2002-09-03,47500.0,48166.66796875,46666.66796875,47000.0,113400
2002-09-04,46000.0,47500.0,45333.33203125,47500.0,94500
2002-09-05,48333.33203125,50000.0,48166.66796875,48166.66796875,114600
2002-09-06,46833.33203125,48000.0,45666.66796875,46000.0,107400
2002-09-09,46000.0,47666.66796875,46000.0,47666.66796875,142500
2002-09-10,47333.33203125,48666.66796875,47000.0,48333.33203125,66300
2002-09-11,47666.66796875,49166.66796875,47666.66796875,48833.33203125,63900
2002-09-12,48833.33203125,49166.66796875,47833.33203125,48333.33203125,53700
2002-09-13,46833.33203125,47666.66796875,46000.0,46000.0,84900
2002-09-16,45333.33203125,46500.0,44166.66796875,44500.0,45900
2002-09-17,45333.33203125,46333.33203125,44833.33203125,46166.66796875,87300
2002-09-18,44333.33203125,45166.66796875,43833.33203125,44833.33203125,65100
2002-09-19,44166.66796875,45000.0,43166.66796875,43500.0,103800
2002-09-20,43500.0,43500.0,43500.0,43500.0,0
2002-09-23,43000.0,43333.33203125,42000.0,43166.66796875,78600
2002-09-24,41666.66796875,43000.0,38000.0,40333.33203125,123000
2002-09-25,38166.66796875,39500.0,36333.33203125,36666.66796875,172800
2002-09-26,39000.0,40500.0,38166.66796875,38333.33203125,177900
2002-09-27,37666.66796875,39166.66796875,37666.66796875,38833.33203125,46500
2002-09-30,37333.33203125,39000.0,36666.66796875,37666.66796875,86400
2002-10-01,36666.66796875,40166.66796875,36666.66796875,40000.0,136800
2002-10-02,42166.66796875,42166.66796875,39000.0,39333.33203125,91200
2002-10-03,39333.33203125,39333.33203125,39333.33203125,39333.33203125,0
2002-10-04,37666.66796875,39333.33203125,37666.66796875,39333.33203125,94200
2002-10-07,38500.0,38500.0,37166.66796875,38000.0,89100
2002-10-08,37000.0,38166.66796875,36166.66796875,37000.0,165300
2002-10-09,37000.0,37333.33203125,34333.33203125,34333.33203125,184500
2002-10-10,32333.333984375,33333.33203125,30666.666015625,31833.333984375,232800
2002-10-11,34500.0,35500.0,33300.0,33333.33203125,386700
2002-10-14,34833.33203125,37333.33203125,34666.66796875,36333.33203125,292800
2002-10-15,37166.66796875,37833.33203125,35500.0,37333.33203125,300300
2002-10-16,38666.66796875,41500.0,37666.66796875,39666.66796875,290100
2002-10-17,39000.0,42166.66796875,38166.66796875,39666.66796875,208200
2002-10-18,35000.0,35000.0,35000.0,35000.0,216300
2002-10-21,30833.333984375,30833.333984375,30833.333984375,30833.333984375,116400
2002-10-22,27733.333984375,33100.0,27733.333984375,31166.666015625,3566400
2002-10-23,31333.333984375,32466.666015625,30800.0,31200.0,676800
2002-10-24,31366.666015625,31366.666015625,29000.0,29266.666015625,633000
2002-10-25,28066.666015625,29966.666015625,28066.666015625,28200.0,643200
2002-10-28,28800.0,31566.666015625,28600.0,31566.666015625,1159500
2002-10-29,32433.333984375,35333.33203125,32433.333984375,35333.33203125,768300
2002-10-30,36833.33203125,38000.0,32433.333984375,34500.0,996900
2002-10-31,35333.33203125,37000.0,34666.66796875,35833.33203125,791700
2002-11-01,35166.66796875,35833.33203125,33666.66796875,33833.33203125,302100
2002-11-04,33200.0,35000.0,33200.0,33333.33203125,393000
2002-11-05,33666.66796875,35666.66796875,33333.33203125,34666.66796875,564000
2002-11-06,35666.66796875,38666.66796875,34666.66796875,38666.66796875,516600
2002-11-07,40000.0,41166.66796875,36666.66796875,37166.66796875,577500
2002-11-08,33500.0,39000.0,33500.0,36500.0,939300
2002-11-11,36666.66796875,36666.66796875,34666.66796875,35000.0,246300
2002-11-12,33666.66796875,34666.66796875,33500.0,33833.33203125,364200
2002-11-13,34333.33203125,35500.0,34333.33203125,34333.33203125,339000
2002-11-14,35000.0,37833.33203125,35000.0,36000.0,613800
2002-11-15,39000.0,40166.66796875,36500.0,37000.0,995400
2002-11-18,38333.33203125,38500.0,36166.66796875,36833.33203125,365400
2002-11-19,36666.66796875,36833.33203125,35666.66796875,35666.66796875,307200
2002-11-20,35000.0,37000.0,35000.0,36666.66796875,301500
2002-11-21,37333.33203125,38000.0,36500.0,37166.66796875,262500
2002-11-22,37666.66796875,38166.66796875,36833.33203125,37333.33203125,340200
2002-11-25,37000.0,38500.0,37000.0,38166.66796875,330300
2002-11-26,38333.33203125,40333.33203125,37666.66796875,39666.66796875,463500
2002-11-27,39500.0,41500.0,39333.33203125,40666.66796875,434400
2002-11-28,41666.66796875,43166.66796875,41333.33203125,42666.66796875,448800
2002-11-29,43166.66796875,44666.66796875,42666.66796875,44000.0,355200
2002-12-02,44000.0,44000.0,44000.0,44000.0,0
2002-12-03,43500.0,44333.33203125,42500.0,44000.0,444900
2002-12-04,43333.33203125,45166.66796875,42666.66796875,42666.66796875,284100
2002-12-05,42666.66796875,44000.0,42333.33203125,44000.0,184800
2002-12-06,43000.0,45666.66796875,43000.0,45000.0,399900
2002-12-09,45666.66796875,45666.66796875,42500.0,42833.33203125,329700
2002-12-10,42666.66796875,43166.66796875,41333.33203125,42500.0,171900
2002-12-11,43666.66796875,44000.0,42500.0,42833.33203125,257700
2002-12-12,42666.66796875,45666.66796875,42666.66796875,45500.0,486300
2002-12-13,45500.0,46333.33203125,44000.0,44166.66796875,233400
2002-12-16,43333.33203125,43833.33203125,42333.33203125,42833.33203125,185700
2002-12-17,43833.33203125,43833.33203125,42833.33203125,43000.0,114000
2002-12-18,42666.66796875,44833.33203125,42666.66796875,44166.66796875,365100
2002-12-19,44166.66796875,44166.66796875,44166.66796875,44166.66796875,0
2002-12-20,43666.66796875,44333.33203125,42166.66796875,42666.66796875,166500
2002-12-23,42500.0,43000.0,38500.0,39000.0,355800
2002-12-24,37833.33203125,38333.33203125,36166.66796875,38000.0,273900
2002-12-25,38000.0,38000.0,38000.0,38000.0,0
2002-12-26,37166.66796875,38000.0,36166.66796875,36333.33203125,147300
2002-12-27,34166.66796875,37166.66796875,34166.66796875,36666.66796875,197700
2002-12-30,35666.66796875,36166.66796875,33166.66796875,34333.33203125,182700
2002-12-31,34333.33203125,34333.33203125,34333.33203125,34333.33203125,0
2003-01-01,34333.33203125,34333.33203125,34333.33203125,34333.33203125,0
2003-01-02,34500.0,37500.0,34333.33203125,37000.0,242400
2003-01-03,38333.33203125,39166.66796875,37500.0,37500.0,189300
2003-01-06,37666.66796875,38000.0,36500.0,37666.66796875,148500
2003-01-07,38833.33203125,39166.66796875,36666.66796875,36666.66796875,121200
2003-01-08,36500.0,37333.33203125,36000.0,36166.66796875,153300
2003-01-09,35666.66796875,37666.66796875,35166.66796875,36500.0,202500
2003-01-10,37333.33203125,38500.0,35166.66796875,37833.33203125,328500
2003-01-13,37666.66796875,38833.33203125,37000.0,38500.0,141900
2003-01-14,38333.33203125,39166.66796875,38000.0,39166.66796875,162000
2003-01-15,39333.33203125,40166.66796875,39166.66796875,39333.33203125,104700
2003-01-16,39000.0,39333.33203125,38000.0,39333.33203125,64200
2003-01-17,38666.66796875,39000.0,37833.33203125,38000.0,67500
2003-01-20,37000.0,37666.66796875,36833.33203125,37000.0,60000
2003-01-21,37000.0,38500.0,37000.0,38333.33203125,105900
2003-01-22,37333.33203125,39500.0,37333.33203125,39333.33203125,194700
2003-01-23,39333.33203125,40333.33203125,38833.33203125,40333.33203125,156300
2003-01-24,40166.66796875,40166.66796875,37666.66796875,37666.66796875,142200
2003-01-27,36666.66796875,36666.66796875,35833.33203125,36166.66796875,143700
2003-01-28,36000.0,36666.66796875,35666.66796875,36500.0,30600
2003-01-29,36500.0,37000.0,35666.66796875,35666.66796875,61200
2003-01-30,35833.33203125,39500.0,35833.33203125,37833.33203125,259500
2003-01-31,37833.33203125,37833.33203125,37833.33203125,37833.33203125,0
2003-02-03,38166.66796875,38333.33203125,37333.33203125,38000.0,78900
2003-02-04,38333.33203125,38500.0,37833.33203125,37833.33203125,73800
2003-02-05,37833.33203125,38333.33203125,37166.66796875,37166.66796875,84000
2003-02-06,37333.33203125,37666.66796875,36333.33203125,36500.0,56400
2003-02-07,36500.0,36666.66796875,35333.33203125,35666.66796875,44400
2003-02-10,35833.33203125,37333.33203125,35833.33203125,36333.33203125,96300
2003-02-11,37333.33203125,37833.33203125,36666.66796875,37833.33203125,110700
2003-02-12,38000.0,39833.33203125,37833.33203125,39000.0,234300
2003-02-13,39000.0,40333.33203125,36333.33203125,36666.66796875,243600
2003-02-14,35833.33203125,37000.0,35333.33203125,36000.0,272400
2003-02-17,36666.66796875,37000.0,35666.66796875,36000.0,217500
2003-02-18,36000.0,36500.0,35500.0,35500.0,152100
2003-02-19,36166.66796875,36500.0,35166.66796875,35166.66796875,106200
2003-02-20,35166.66796875,35666.66796875,34500.0,34666.66796875,113100
2003-02-21,34333.33203125,35000.0,34166.66796875,34666.66796875,123900
2003-02-24,34666.66796875,35333.33203125,34166.66796875,35166.66796875,197100
2003-02-25,35000.0,35000.0,33833.33203125,33833.33203125,140400
2003-02-26,33666.66796875,34666.66796875,33666.66796875,33833.33203125,118500
2003-02-27,33333.33203125,33833.33203125,33200.0,33833.33203125,70800
2003-02-28,33666.66796875,34000.0,32666.666015625,32700.0,107400
2003-03-03,32666.666015625,33000.0,32366.666015625,32533.333984375,114600
2003-03-04,32033.333984375,32333.333984375,31500.0,31700.0,95100
2003-03-05,31666.666015625,32000.0,30166.666015625,30166.666015625,114000
2003-03-06,30166.666015625,30366.666015625,27833.333984375,28333.333984375,190500
2003-03-07,27966.666015625,28000.0,26533.333984375,26600.0,194400
2003-03-10,26766.666015625,27000.0,25133.333984375,25533.333984375,229500
2003-03-11,24333.333984375,27333.333984375,24300.0,26566.666015625,288300
2003-03-12,26566.666015625,29633.333984375,26333.333984375,29633.333984375,275400
2003-03-13,29666.666015625,29666.666015625,27300.0,28100.0,217800
2003-03-14,29833.333984375,30733.333984375,29433.333984375,29666.666015625,210900
2003-03-17,28900.0,29333.333984375,27200.0,27733.333984375,157800
2003-03-18,30500.0,30566.666015625,29133.333984375,30200.0,291000
2003-03-19,30200.0,30666.666015625,29266.666015625,30200.0,134100
2003-03-20,30500.0,31900.0,30366.666015625,31866.666015625,227400
2003-03-21,32633.333984375,32633.333984375,31266.666015625,31900.0,175200
2003-03-24,31900.0,31900.0,30300.0,30300.0,215400
2003-03-25,28700.0,29100.0,28433.333984375,28433.333984375,144900
2003-03-26,28666.666015625,29866.666015625,28666.666015625,29133.333984375,140700
2003-03-27,29333.333984375,29866.666015625,29166.666015625,29766.666015625,95100
2003-03-28,30233.333984375,30500.0,29766.666015625,29933.333984375,75000
2003-03-31,29366.666015625,29633.333984375,28800.0,28833.333984375,94500
2003-04-01,28833.333984375,29633.333984375,28500.0,29300.0,86100
2003-04-02,29366.666015625,29533.333984375,28333.333984375,28833.333984375,208200
2003-04-03,29666.666015625,29833.333984375,28600.0,28666.666015625,144000
2003-04-04,28666.666015625,29000.0,28066.666015625,29000.0,268800
2003-04-07,29000.0,30033.333984375,28933.333984375,30000.0,315300
2003-04-08,29666.666015625,30566.666015625,29266.666015625,30266.666015625,173400
2003-04-09,30266.666015625,30266.666015625,29600.0,29933.333984375,115800
2003-04-10,30000.0,31366.666015625,29933.333984375,31166.666015625,229800
2003-04-11,31333.333984375,31400.0,30566.666015625,31000.0,144900
2003-04-14,31433.333984375,31700.0,31166.666015625,31233.333984375,124200
2003-04-15,31500.0,32000.0,31433.333984375,31833.333984375,144300
2003-04-16,32500.0,32500.0,32000.0,32400.0,210900
2003-04-17,32333.333984375,36166.66796875,32333.333984375,36166.66796875,653400
2003-04-18,37833.33203125,38333.33203125,34833.33203125,36000.0,464100
2003-04-21,36333.33203125,37666.66796875,36000.0,37333.33203125,347400
2003-04-22,37666.66796875,37666.66796875,35166.66796875,35500.0,269400
2003-04-23,36333.33203125,36500.0,34333.33203125,34500.0,208200
2003-04-24,34500.0,36833.33203125,34333.33203125,35000.0,304200
2003-04-25,33333.33203125,33500.0,30866.666015625,32333.333984375,384300
2003-04-28,32300.0,33666.66796875,31400.0,33266.66796875,201000
2003-04-29,34333.33203125,37166.66796875,33666.66796875,36166.66796875,534900
2003-04-30,36333.33203125,36500.0,34333.33203125,35333.33203125,167400
2003-05-01,35333.33203125,35333.33203125,35333.33203125,35333.33203125,0
2003-05-02,35833.33203125,39333.33203125,35000.0,38833.33203125,627300
2003-05-05,38833.33203125,38833.33203125,38833.33203125,38833.33203125,0
2003-05-06,40333.33203125,43166.66796875,39000.0,40000.0,1059900
2003-05-07,40500.0,41833.33203125,39000.0,41000.0,435300
2003-05-08,41000.0,41000.0,41000.0,41000.0,0
2003-05-09,41333.33203125,43333.33203125,41000.0,43333.33203125,374400
2003-05-12,43333.33203125,44000.0,41500.0,43000.0,572400
2003-05-13,42666.66796875,44333.33203125,41166.66796875,41666.66796875,451800
2003-05-14,41666.66796875,41833.33203125,39166.66796875,39666.66796875,587400
2003-05-15,40000.0,40500.0,38000.0,39000.0,414900
2003-05-16,40000.0,43500.0,39333.33203125,42666.66796875,848700
2003-05-19,42333.33203125,43166.66796875,39666.66796875,39666.66796875,464400
2003-05-20,38500.0,44333.33203125,38333.33203125,43000.0,820800
2003-05-21,42500.0,45333.33203125,41500.0,43666.66796875,864000
2003-05-22,44166.66796875,50000.0,42500.0,44666.66796875,1795200
2003-05-23,46666.66796875,47500.0,43166.66796875,44666.66796875,795000
2003-05-26,44666.66796875,46166.66796875,43666.66796875,43666.66796875,602400
2003-05-27,43333.33203125,44166.66796875,40333.33203125,42000.0,684600
2003-05-28,43166.66796875,43666.66796875,41000.0,41166.66796875,414300
2003-05-29,40666.66796875,44166.66796875,40666.66796875,43833.33203125,523200
2003-05-30,43333.33203125,45500.0,43333.33203125,44333.33203125,289500
2003-06-02,44666.66796875,45166.66796875,42666.66796875,43500.0,264000
2003-06-03,43500.0,44166.66796875,40000.0,40000.0,304500
2003-06-04,40333.33203125,41500.0,39833.33203125,41333.33203125,222000
2003-06-05,41666.66796875,42166.66796875,40000.0,40000.0,162300
2003-06-06,40000.0,40000.0,40000.0,40000.0,0
2003-06-09,39666.66796875,41333.33203125,39000.0,40666.66796875,180000
2003-06-10,40666.66796875,41166.66796875,39666.66796875,39833.33203125,151800
2003-06-11,40166.66796875,41333.33203125,40166.66796875,40333.33203125,192000
2003-06-12,41166.66796875,41500.0,40500.0,41000.0,159600
2003-06-13,41333.33203125,41666.66796875,40500.0,40833.33203125,186900
2003-06-16,40833.33203125,41166.66796875,40000.0,40666.66796875,184200
2003-06-17,41666.66796875,44500.0,41166.66796875,43333.33203125,457200
2003-06-18,43666.66796875,45666.66796875,43000.0,44333.33203125,510000
2003-06-19,45000.0,45000.0,43500.0,44166.66796875,296100
2003-06-20,44166.66796875,45666.66796875,43333.33203125,45333.33203125,328500
2003-06-23,44666.66796875,45000.0,43000.0,43166.66796875,147000
2003-06-24,42000.0,43833.33203125,41833.33203125,43666.66796875,98400
2003-06-25,43166.66796875,44000.0,43000.0,43000.0,106200
2003-06-26,42500.0,42833.33203125,41000.0,41333.33203125,255900
2003-06-27,41833.33203125,46000.0,41166.66796875,43500.0,658500
2003-06-30,43500.0,44500.0,42833.33203125,44500.0,246600
2003-07-01,45000.0,47166.66796875,44333.33203125,46666.66796875,467400
2003-07-02,47000.0,47666.66796875,46000.0,46666.66796875,213300
2003-07-03,47666.66796875,48666.66796875,46000.0,46833.33203125,259800
2003-07-04,46833.33203125,48333.33203125,46666.66796875,48333.33203125,114900
2003-07-07,48833.33203125,52666.66796875,48500.0,51666.66796875,429900
2003-07-08,52333.33203125,52833.33203125,49833.33203125,50333.33203125,272400
2003-07-09,52000.0,56666.66796875,51833.33203125,54000.0,795000
